crawl_run_timestamp,total_comments,total_columns,total_unique_videos,total_unique_channels,min_comment_date,max_comment_date,total_like_count,total_reply_count,target_comments_min,target_comments_max,target_status
20260529_141537,3742,13,17,12,2015-08-23 14:36:01+00:00,2026-05-29 07:14:24+00:00,27764,2827,6000,8000,belum_memenuhi_target_minimum
